rank_univariate_f1,feature,group,mi,f_stat,p_value,pearson_corr,univariate_f1
500,"ud__VERB(PRON/nsubj, ADV/advmod, *, NOUN/obj)",enhanced_ud,0.006438,0.3257,5.6823e-01,-0.0063,0.370006
501,liwc__conj (Conjunctions),liwc,0.108705,1.1597,2.8156e-01,-0.0119,0.370006
502,"ud__VERB(ADP/mark, NOUN/nsubj, *, NOUN/obj)",enhanced_ud,0.018697,0.3990,5.2760e-01,-0.0070,0.369779
503,nilc__min_cw_freq_brwac,nilc,0.039164,2.1005,1.4729e-01,-0.0160,0.369551
504,"ud__VERB(*, NOUN/obl, VERB/advcl)",enhanced_ud,0.002611,0.6892,4.0646e-01,-0.0091,0.369324
505,"ud__ADJ(ADV/advmod, *, NOUN/obl)",enhanced_ud,0.006890,11.4459,7.1984e-04,-0.0372,0.369053
506,"ud__VERB(*, NOUN/obl)",enhanced_ud,0.063872,1.0103,3.1487e-01,-0.0111,0.368475
507,"ud__NOUN(*, NOUN/nmod, VERB/acl)",enhanced_ud,0.008108,0.2603,6.0992e-01,-0.0056,0.368475
508,nilc__noun_ratio,nilc,0.075609,0.7417,3.8915e-01,-0.0095,0.367848
509,"ud__VERB(NOUN/nsubj, *, NOUN/obj, VERB/parataxis, PUNCT/punct)",enhanced_ud,0.010536,0.0874,7.6749e-01,-0.0033,0.367848
510,"ud__VERB(*, NOUN/obl:agent)",enhanced_ud,0.019865,0.2610,6.0946e-01,-0.0056,0.367848
511,"ud__VERB(*, NOUN/obj, ADV/advmod)",enhanced_ud,0.003587,0.6279,4.2814e-01,-0.0087,0.367398
512,nilc__tmp_neg_conn_ratio,nilc,0.005925,7.4675,6.2958e-03,-0.0301,0.367183
513,"ud__VERB(NOUN/nsubj, *, VERB/xcomp, VERB/conj, PUNCT/punct)",enhanced_ud,0.009368,0.2568,6.1234e-01,-0.0056,0.365683
514,"ud__SYM(NUM/nummod, *)",enhanced_ud,0.001907,0.3305,5.6541e-01,-0.0063,0.365013
515,"ud__VERB(*, VERB/advcl)",enhanced_ud,0.004109,0.0595,8.0727e-01,-0.0027,0.364597
516,"ud__NOUN(CCONJ/cc, NUM/nummod, *)",enhanced_ud,0.008032,0.0485,8.2574e-01,-0.0024,0.364597
517,nilc__second_person_possessive_pronouns,nilc,0.000000,7.8635,5.0560e-03,-0.0309,0.364597
518,nilc__dalechall_adapted,nilc,0.065723,1.7339,1.8795e-01,0.0145,0.363510
519,"ud__VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj)",enhanced_ud,0.033877,32.0247,1.5732e-08,0.0622,0.362420
520,"ud__NOUN(ADP/case, *, VERB/acl)",enhanced_ud,0.020244,5.0960,2.4008e-02,0.0248,0.362420
521,"ud__NOUN(DET/det, *, ADJ/amod, PROPN/nmod)",enhanced_ud,0.033305,8.5674,3.4317e-03,0.0322,0.362420
522,"ud__NOUN(CCONJ/cc, DET/det, *, NOUN/nmod)",enhanced_ud,0.027607,127.6880,2.1587e-29,0.1235,0.362420
523,"ud__NOUN(DET/det, ADJ/amod, *, NOUN/nmod)",enhanced_ud,0.019133,18.2974,1.9110e-05,0.0470,0.362420
524,"ud__NOUN(PUNCT/punct, *, PROPN/nmod, PUNCT/punct)",enhanced_ud,0.029691,19.7249,9.0593e-06,0.0488,0.362420
525,"ud__VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj)",enhanced_ud,0.023101,112.1194,4.9409e-26,0.1158,0.362420
526,"ud__NOUN(PUNCT/punct, ADP/case, DET/det, *, PUNCT/punct)",enhanced_ud,0.012262,28.4730,9.7537e-08,0.0587,0.362420
527,"ud__VERB(VERB/ccomp:speech, *, PROPN/nsubj, PUNCT/punct)",enhanced_ud,0.023849,46.6927,8.8937e-12,0.0750,0.362420
528,"ud__NOUN(ADP/case, DET/det, *, NUM/appos)",enhanced_ud,0.022401,15.4097,8.7245e-05,0.0432,0.362420
529,"ud__VERB(PUNCT/punct, *, NOUN/obl)",enhanced_ud,0.035051,82.6269,1.2232e-19,0.0996,0.362420
530,"ud__NOUN(ADP/case, DET/det, ADJ/amod, *, NOUN/nmod)",enhanced_ud,0.026050,16.7007,4.4181e-05,0.0450,0.362420
531,"ud__VERB(PRON/nsubj, AUX/aux, *, NOUN/obj)",enhanced_ud,0.018506,11.3173,7.7137e-04,0.0370,0.362420
532,"ud__NOUN(CCONJ/cc, *, ADJ/amod, NOUN/nmod)",enhanced_ud,0.006824,37.0561,1.1991e-09,0.0669,0.362420
533,"ud__NOUN(DET/det, *, ADJ/amod, NOUN/nmod, NOUN/nmod)",enhanced_ud,0.014334,45.9949,1.2673e-11,0.0745,0.362420
534,"ud__PROPN(PUNCT/punct, ADP/case, *, PUNCT/punct)",enhanced_ud,0.012365,3.8419,5.0021e-02,0.0216,0.362420
535,"ud__VERB(PRON/nsubj, *, NOUN/obj, VERB/advcl)",enhanced_ud,0.010079,21.7890,3.0914e-06,0.0513,0.362420
536,"ud__PROPN(ADP/case, *, PROPN/parataxis)",enhanced_ud,0.004558,9.9838,1.5850e-03,0.0348,0.362420
537,"ud__VERB(PUNCT/punct, *, PROPN/obj)",enhanced_ud,0.000000,22.7281,1.8981e-06,0.0524,0.362420
538,"ud__PROPN(PUNCT/punct, *, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.004549,0.0975,7.5487e-01,0.0034,0.362420
539,"ud__ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, *, NOUN/obl)",enhanced_ud,0.014029,36.9852,1.2433e-09,0.0668,0.362420
540,"ud__VERB(VERB/ccomp:speech, *, PROPN/nsubj, VERB/advcl, PUNCT/punct)",enhanced_ud,0.011508,90.8831,1.9648e-21,0.1044,0.362420
541,"ud__ADJ(ADV/advmod, *, ADJ/conj)",enhanced_ud,0.003921,13.4526,2.4621e-04,0.0404,0.362420
542,"ud__VERB(ADP/mark, *, PROPN/obj, NOUN/obl)",enhanced_ud,0.009005,0.9901,3.1974e-01,0.0110,0.362420
543,"ud__NOUN(ADP/case, *, NOUN/nmod, VERB/acl)",enhanced_ud,0.000000,11.4046,7.3602e-04,0.0372,0.362420
544,"ud__ADV(*, PUNCT/punct)",enhanced_ud,0.024648,22.1504,2.5621e-06,0.0518,0.362420
545,"ud__NOUN(*, NOUN/conj)",enhanced_ud,0.039239,29.6130,5.4264e-08,0.0598,0.362420
546,"ud__VERB(PROPN/nsubj, *, VERB/ccomp, PUNCT/punct)",enhanced_ud,0.023718,1.0204,3.1245e-01,0.0111,0.362420
547,"ud__PROPN(*, PROPN/flat:name, NOUN/appos)",enhanced_ud,0.042031,84.1751,5.6334e-20,0.1005,0.362420
548,"ud__NOUN(DET/det, PUNCT/punct, *, ADJ/amod, PUNCT/punct)",enhanced_ud,0.014597,1.9027,1.6782e-01,0.0152,0.362420
549,"ud__VERB(PROPN/nsubj, *, ADJ/ccomp, PUNCT/punct)",enhanced_ud,0.009737,27.7034,1.4497e-07,0.0579,0.362420
550,"ud__VERB(NOUN/ccomp:speech, *, NOUN/nsubj, PUNCT/punct)",enhanced_ud,0.000000,10.8829,9.7466e-04,0.0363,0.362420
551,"ud__VERB(ADP/mark, ADV/advmod, *, NOUN/obj)",enhanced_ud,0.007304,0.0177,8.9422e-01,0.0015,0.362420
552,"ud__NOUN(CCONJ/cc, DET/det, *, ADJ/amod, NOUN/nmod)",enhanced_ud,0.011200,66.4763,4.0620e-16,0.0894,0.362420
553,"ud__NOUN(ADP/case, NUM/nummod, *, ADJ/amod)",enhanced_ud,0.009412,7.8751,5.0239e-03,0.0309,0.362420
554,"ud__VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, VERB/advcl, PUNCT/punct)",enhanced_ud,0.016443,30.1436,4.1313e-08,0.0603,0.362420
555,"ud__NOUN(PUNCT/punct, DET/det, *, ADJ/amod)",enhanced_ud,0.008446,5.9333,1.4878e-02,0.0268,0.362420
556,"ud__NOUN(DET/det, *, NOUN/conj)",enhanced_ud,0.019684,19.9692,7.9749e-06,0.0491,0.362420
557,"ud__PROPN(CCONJ/cc, *, PROPN/flat:name)",enhanced_ud,0.026448,36.4816,1.6079e-09,0.0664,0.362420
558,"ud__VERB(ADV/advmod, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",enhanced_ud,0.006816,88.6270,6.0708e-21,0.1031,0.362420
559,"ud__NOUN(ADP/case, *, PUNCT/punct)",enhanced_ud,0.013533,16.5040,4.8998e-05,0.0447,0.362420
560,"ud__VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, VERB/xcomp)",enhanced_ud,0.008830,72.6014,1.8679e-17,0.0934,0.362420
561,"ud__ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, *, VERB/conj)",enhanced_ud,0.008415,92.2603,9.8718e-22,0.1052,0.362420
562,"ud__VERB(PROPN/nsubj, *, NOUN/ccomp, PUNCT/punct)",enhanced_ud,0.012067,9.0758,2.5980e-03,0.0332,0.362420
563,"ud__ADJ(NOUN/nsubj, AUX/cop, *, NOUN/obl, PUNCT/punct)",enhanced_ud,0.007959,16.7950,4.2043e-05,0.0451,0.362420
564,"ud__DET(*, NOUN/fixed, ADV/fixed)",enhanced_ud,0.000000,20.4491,6.2093e-06,0.0497,0.362420
565,"ud__VERB(ADV/advmod, *, NOUN/obl)",enhanced_ud,0.000000,2.8640,9.0619e-02,0.0186,0.362420
566,"ud__VERB(ADP/mark, *, NOUN/obj, ADV/advmod)",enhanced_ud,0.007787,6.6759,9.7893e-03,0.0284,0.362420
567,"ud__NOUN(ADP/case, DET/det, PUNCT/punct, *, ADJ/amod, PUNCT/punct)",enhanced_ud,0.008714,3.9179,4.7807e-02,0.0218,0.362420
568,"ud__PROPN(*, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.021281,62.8687,2.4987e-15,0.0870,0.362420
569,"ud__NOUN(ADJ/amod, *, NOUN/nmod)",enhanced_ud,0.014323,14.3649,1.5165e-04,0.0417,0.362420
570,"ud__VERB(NOUN/nsubj, *, NOUN/obl, PUNCT/punct)",enhanced_ud,0.011315,0.0017,9.6710e-01,0.0005,0.362420
571,"ud__VERB(*, NOUN/obj, VERB/advcl)",enhanced_ud,0.023342,44.5961,2.5786e-11,0.0733,0.362420
572,"ud__NOUN(ADP/case, DET/det, *, NOUN/nmod, VERB/acl)",enhanced_ud,0.016400,5.7782,1.6248e-02,0.0265,0.362420
573,"ud__VERB(ADP/mark, *, NOUN/obj, VERB/advcl)",enhanced_ud,0.020275,41.7662,1.0870e-10,0.0710,0.362420
574,"ud__VERB(PUNCT/punct, *, PROPN/obl:agent, PUNCT/punct)",enhanced_ud,0.005036,68.2635,1.6529e-16,0.0906,0.362420
575,"ud__NOUN(PUNCT/punct, ADP/case, DET/det, *, VERB/acl)",enhanced_ud,0.011703,27.6098,1.5214e-07,0.0578,0.362420
576,"ud__ADJ(*, PROPN/obl)",enhanced_ud,0.007624,6.4935,1.0845e-02,0.0280,0.362420
577,"ud__ADV(PUNCT/punct, *, VERB/acl)",enhanced_ud,0.016291,18.4521,1.7623e-05,0.0472,0.362420
578,"ud__VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, NOUN/obl)",enhanced_ud,0.004434,2.3862,1.2245e-01,0.0170,0.362420
579,"ud__VERB(SCONJ/mark, NOUN/nsubj, ADV/advmod, *, NOUN/obj)",enhanced_ud,0.000000,2.2791,1.3117e-01,0.0166,0.362420
580,"ud__NOUN(DET/det, *, NOUN/nmod, VERB/acl)",enhanced_ud,0.015943,39.1420,4.1372e-10,0.0687,0.362420
581,"ud__VERB(ADV/advmod, *)",enhanced_ud,0.018516,73.5940,1.1347e-17,0.0940,0.362420
582,"ud__VERB(*, PROPN/obl:agent)",enhanced_ud,0.016964,1.0738,3.0013e-01,0.0114,0.362420
583,"ud__NOUN(ADP/case, *, NUM/nmod)",enhanced_ud,0.003061,0.0010,9.7517e-01,0.0003,0.362420
584,"ud__VERB(NOUN/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",enhanced_ud,0.029070,16.1828,5.8027e-05,0.0443,0.362420
585,"ud__VERB(NOUN/ccomp:speech, *, PUNCT/punct)",enhanced_ud,0.022113,51.2400,8.8749e-13,0.0786,0.362420
586,"ud__VERB(NOUN/nsubj, ADV/advmod, *, VERB/ccomp, PUNCT/punct)",enhanced_ud,0.011530,0.5820,4.4554e-01,0.0084,0.362420
587,"ud__NOUN(DET/det, *, NOUN/appos)",enhanced_ud,0.004564,4.4658,3.4609e-02,0.0233,0.362420
588,"ud__PROPN(CCONJ/cc, ADP/case, DET/det, *, PROPN/flat:name)",enhanced_ud,0.000000,7.8662,5.0486e-03,0.0309,0.362420
589,"ud__PROPN(CCONJ/cc, DET/det, *, PROPN/flat:name)",enhanced_ud,0.004279,11.0446,8.9334e-04,0.0366,0.362420
590,"ud__NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",enhanced_ud,0.005656,132.4010,2.0846e-30,0.1257,0.362420
591,"ud__VERB(ADP/mark, *, NOUN/obj, PROPN/obl)",enhanced_ud,0.008237,0.6082,4.3548e-01,0.0086,0.362420
592,"ud__VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, VERB/advcl, PUNCT/punct)",enhanced_ud,0.025809,116.0230,7.0878e-27,0.1178,0.362420
593,"ud__NOUN(ADP/case, ADJ/amod, *, ADJ/amod)",enhanced_ud,0.014070,44.9079,2.2008e-11,0.0736,0.362420
594,"ud__NOUN(ADP/case, *, NOUN/nmod, PROPN/nmod)",enhanced_ud,0.001969,1.2715,2.5952e-01,0.0124,0.362420
595,"ud__VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",enhanced_ud,0.026742,16.0237,6.3103e-05,0.0440,0.362420
596,"ud__ADJ(*, PUNCT/punct)",enhanced_ud,0.030412,43.4077,4.7169e-11,0.0724,0.362420
597,"ud__PROPN(ADP/case, DET/det, *)",enhanced_ud,0.134008,4.7757,2.8892e-02,0.0241,0.362420
598,sage__destacando_que,sage_terms,0.021737,228.3280,6.6032e-51,0.1641,0.362420
599,sage__debates_acalorados,sage_terms,0.010867,133.1569,1.4331e-30,0.1260,0.362420
600,sage__fontes_internas,sage_terms,0.015221,207.7395,1.5674e-46,0.1567,0.362420
601,sage__reviravolta_surpreendente,sage_terms,0.012609,248.6164,3.3126e-55,0.1711,0.362420
602,"ud__PROPN(ADP/case, *, PROPN/flat:name)",enhanced_ud,0.049900,4.2691,3.8842e-02,0.0227,0.362420
603,"ud__PROPN(DET/det, *)",enhanced_ud,0.053109,0.1326,7.1578e-01,-0.0040,0.362420
604,"ud__PROPN(ADP/case, DET/det, *, PROPN/flat:name)",enhanced_ud,0.066449,0.0051,9.4301e-01,0.0008,0.362420
605,"ud__NOUN(CCONJ/cc, *)",enhanced_ud,0.070664,13.5979,2.2789e-04,0.0406,0.362420
606,"ud__NOUN(DET/det, *, PROPN/nmod)",enhanced_ud,0.085035,23.0424,1.6126e-06,0.0528,0.362420
607,sage__fontes_exclusivas,sage_terms,0.003674,130.2301,6.1168e-30,0.1247,0.362420
608,ud__ADP(*),enhanced_ud,0.089505,0.0396,8.4218e-01,-0.0022,0.362420
609,liwc__focusfuture (Future Focus),liwc,0.110716,0.0983,7.5389e-01,0.0035,0.362420
610,liwc__see (See),liwc,0.108796,6.9673,8.3168e-03,0.0291,0.362420
611,liwc__compare (Comparisons),liwc,0.121864,4.4480,3.4973e-02,0.0232,0.362420
612,liwc__dictionary_coverage,liwc,0.071936,0.6907,4.0595e-01,-0.0092,0.362420
613,sage__artigo_uma,sage_terms,0.004471,0.9137,3.3916e-01,0.0105,0.362420
614,sage__com_gente,sage_terms,0.004185,3.2850,6.9951e-02,-0.0200,0.362420
615,nilc__verbs_min,nilc,0.079695,9.5092,2.0512e-03,0.0339,0.362420
616,nilc__demonstrative_pronoun_ratio,nilc,0.098764,12.5169,4.0551e-04,0.0389,0.362420
617,nilc__cw_freq,nilc,0.029797,0.9268,3.3573e-01,0.0106,0.362420
618,"ud__PROPN(CCONJ/cc, DET/det, *)",enhanced_ud,0.003429,11.2133,8.1578e-04,0.0368,0.362420
619,nilc__indicative_pluperfect_ratio,nilc,0.073164,24.3045,8.3852e-07,0.0542,0.362420
620,sage__revelam_que,sage_terms,0.015321,161.6909,1.0669e-36,0.1387,0.362420
621,sage__com_muitos,sage_terms,0.015396,178.3968,2.8386e-40,0.1455,0.362420
622,sage__promete_ser,sage_terms,0.013619,120.7107,6.8969e-28,0.1201,0.362420
623,sage__fique_atento,sage_terms,0.013004,199.6874,8.1248e-45,0.1537,0.362420
624,nilc__min_freq_bra,nilc,0.048499,0.5728,4.4918e-01,0.0083,0.362420
625,nilc__min_cw_freq_bra,nilc,0.045656,0.3448,5.5708e-01,0.0065,0.362420
626,nilc__min_freq_brwac,nilc,0.043234,0.0022,9.6222e-01,0.0005,0.362420
627,"ud__NOUN(DET/det, ADJ/amod, *)",enhanced_ud,0.029670,40.1870,2.4290e-10,0.0696,0.362420
628,"ud__NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl:relcl)",enhanced_ud,0.017941,8.0201,4.6373e-03,0.0312,0.362420
629,"ud__VERB(PUNCT/punct, *, NOUN/obl:agent, PUNCT/punct)",enhanced_ud,0.017493,162.4595,7.3024e-37,0.1390,0.362420
630,"ud__VERB(NOUN/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.021244,0.3172,5.7332e-01,0.0062,0.362420
631,"ud__NOUN(ADP/case, DET/det, ADJ/amod, *, PROPN/nmod)",enhanced_ud,0.025723,13.6863,2.1743e-04,0.0407,0.362420
632,nilc__temporal_adjunct_ratio,nilc,0.138597,0.4176,5.1817e-01,0.0071,0.362420
633,nilc__subjunctive_present_ratio,nilc,0.074382,0.1703,6.7984e-01,0.0045,0.362420
634,sage__uma_reviravolta,sage_terms,0.022068,307.3010,1.4067e-67,0.1895,0.362420
635,sage__apesar_das,sage_terms,0.008936,205.2236,5.3789e-46,0.1558,0.362420
636,"ud__NOUN(ADP/case, DET/det, *, PUNCT/punct)",enhanced_ud,0.031679,6.5574,1.0463e-02,0.0282,0.362420
637,"ud__NOUN(ADJ/amod, *)",enhanced_ud,0.031034,81.3365,2.3348e-19,0.0988,0.362420
638,"ud__VERB(SCONJ/mark, PRON/nsubj, *, VERB/xcomp)",enhanced_ud,0.002741,1.0666,3.0175e-01,0.0114,0.362420
639,"ud__VERB(PRON/nsubj, *, PROPN/obj)",enhanced_ud,0.003292,0.4848,4.8626e-01,0.0077,0.362420
640,"ud__VERB(VERB/ccomp:speech, *, PROPN/nsubj, NOUN/obl, PUNCT/punct)",enhanced_ud,0.012948,15.5009,8.3145e-05,0.0433,0.362420
641,"ud__PROPN(ADP/case, DET/det, *, VERB/acl:relcl)",enhanced_ud,0.005601,2.5647,1.0931e-01,0.0176,0.362420
642,"ud__ADJ(PUNCT/punct, ADV/advmod, *, PUNCT/punct)",enhanced_ud,0.010659,42.7991,6.4276e-11,0.0718,0.362420
643,"ud__PROPN(CCONJ/cc, *, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.008245,30.6052,3.2592e-08,0.0608,0.362420
644,"ud__VERB(ADV/advmod, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.002769,26.8413,2.2610e-07,0.0570,0.362420
645,"ud__NOUN(ADP/case, DET/det, DET/det, *, ADJ/amod)",enhanced_ud,0.000394,0.0071,9.3307e-01,0.0009,0.362420
646,"ud__NOUN(DET/det, *, NOUN/nmod, NOUN/nmod)",enhanced_ud,0.030911,21.9981,2.7731e-06,0.0516,0.362420
647,"ud__PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.042045,22.9296,1.7097e-06,0.0527,0.362420
648,"ud__VERB(PRON/nsubj, *, VERB/xcomp)",enhanced_ud,0.019577,102.6723,5.4623e-24,0.1109,0.362420
649,"ud__NOUN(ADP/case, DET/det, *, ADJ/amod, PROPN/nmod)",enhanced_ud,0.044849,4.2890,3.8391e-02,0.0228,0.362420
650,"ud__NOUN(DET/det, *, NOUN/nmod, ADJ/amod)",enhanced_ud,0.009096,28.9662,7.5676e-08,0.0592,0.362420
651,"ud__VERB(NOUN/obl, PROPN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",enhanced_ud,0.011911,51.4288,8.0660e-13,0.0787,0.362420
652,"ud__VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",enhanced_ud,0.015796,43.2219,5.1842e-11,0.0722,0.362420
653,"ud__PROPN(ADP/case, *, NOUN/conj)",enhanced_ud,0.007686,21.1015,4.4206e-06,0.0505,0.362420
654,"ud__VERB(NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, PUNCT/punct)",enhanced_ud,0.007423,0.2461,6.1984e-01,0.0055,0.362420
655,pos__ADP,pos_tagger,0.096743,0.4154,5.1926e-01,0.0071,0.362420
656,"ud__VERB(ADP/mark, *, NOUN/obj, NOUN/obl)",enhanced_ud,0.032122,26.2075,3.1356e-07,0.0563,0.362420
657,"ud__ADJ(*, NOUN/obl)",enhanced_ud,0.035333,23.7134,1.1388e-06,0.0535,0.362420
658,"ud__PROPN(CCONJ/cc, *)",enhanced_ud,0.036954,40.7911,1.7858e-10,0.0702,0.362420
659,"ud__PROPN(DET/det, *, PROPN/flat:name)",enhanced_ud,0.030703,8.9270,2.8181e-03,0.0329,0.362420
660,"ud__NOUN(ADP/case, DET/det, ADJ/amod, *)",enhanced_ud,0.031115,50.9172,1.0451e-12,0.0783,0.362420
661,"ud__NOUN(ADP/case, DET/det, *, VERB/acl)",enhanced_ud,0.038572,9.4352,2.1356e-03,0.0338,0.362420
662,"ud__VERB(NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.057635,49.2598,2.4196e-12,0.0771,0.362420
663,"ud__ADP(*, SCONJ/fixed)",enhanced_ud,0.035265,0.0004,9.8471e-01,0.0002,0.362420
664,"ud__VERB(PRON/nsubj, *, NOUN/obj)",enhanced_ud,0.039197,23.5978,1.2091e-06,0.0534,0.362420
665,"ud__NOUN(DET/det, *, ADJ/amod, VERB/acl:relcl)",enhanced_ud,0.027618,101.9465,7.8439e-24,0.1105,0.362420
666,"ud__NOUN(ADP/case, DET/det, *, NOUN/conj, NOUN/nmod)",enhanced_ud,0.000000,13.5838,2.2960e-04,0.0405,0.362420
667,"ud__ADJ(ADV/advmod, *)",enhanced_ud,0.039471,24.3847,8.0443e-07,0.0543,0.362420
668,"ud__VERB(CCONJ/cc, *, NOUN/obj)",enhanced_ud,0.044694,14.0437,1.7983e-04,0.0412,0.362420
669,"ud__NUM(ADP/case, *)",enhanced_ud,0.031698,0.0474,8.2765e-01,0.0024,0.362420
670,"ud__ADP(*, DET/fixed)",enhanced_ud,0.032491,76.9346,2.1219e-18,0.0961,0.362420
671,"ud__PROPN(*, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.036846,14.8979,1.1436e-04,0.0425,0.362420
672,"ud__NOUN(ADP/case, DET/det, *, NOUN/conj)",enhanced_ud,0.025699,4.2234,3.9902e-02,0.0226,0.362420
673,"ud__NOUN(CCONJ/cc, DET/det, *)",enhanced_ud,0.028742,11.1800,8.3051e-04,0.0368,0.362420
674,"ud__NOUN(CCONJ/cc, ADP/case, DET/det, *, NOUN/nmod)",enhanced_ud,0.011088,0.7826,3.7636e-01,0.0097,0.362420
675,"ud__NOUN(PUNCT/punct, ADP/case, *, VERB/acl)",enhanced_ud,0.012400,104.0067,2.8085e-24,0.1116,0.362420
676,"ud__PROPN(ADP/case, *, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.013499,8.4101,3.7412e-03,0.0319,0.362420
677,"ud__VERB(PUNCT/punct, CCONJ/cc, *, NOUN/obj)",enhanced_ud,0.004639,51.3400,8.4369e-13,0.0787,0.362420
678,"ud__VERB(NOUN/obl, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",enhanced_ud,0.004214,6.9132,8.5718e-03,0.0289,0.362420
679,"ud__NOUN(DET/det, ADJ/amod, *, ADJ/amod)",enhanced_ud,0.003965,22.9559,1.6865e-06,0.0527,0.362420
680,"ud__PROPN(*, PROPN/flat:name, PROPN/flat:name, NOUN/appos)",enhanced_ud,0.007695,41.7403,1.1014e-10,0.0710,0.362420
681,"ud__NOUN(PUNCT/punct, *, ADJ/amod, PUNCT/punct)",enhanced_ud,0.000000,3.9828,4.6001e-02,0.0220,0.362420
682,"ud__PROPN(*, PROPN/flat:name, PROPN/conj)",enhanced_ud,0.000000,4.2658,3.8918e-02,0.0227,0.362420
683,"ud__NOUN(ADP/case, *, ADJ/amod, VERB/acl)",enhanced_ud,0.016650,53.1493,3.3772e-13,0.0800,0.362420
684,"ud__SYM(ADP/case, *, NUM/nummod)",enhanced_ud,0.007651,0.9849,3.2102e-01,0.0109,0.362420
685,"ud__NOUN(CCONJ/cc, DET/det, *, PROPN/nmod)",enhanced_ud,0.013424,14.4813,1.4258e-04,0.0419,0.362420
686,"ud__VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.023259,98.2643,4.9235e-23,0.1085,0.362420
687,"ud__NOUN(DET/det, ADJ/amod, *, PROPN/nmod)",enhanced_ud,0.013530,2.3008,1.2935e-01,0.0167,0.362420
688,"ud__PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/nmod)",enhanced_ud,0.009941,0.0324,8.5715e-01,0.0020,0.362420
689,"ud__PROPN(CCONJ/cc, ADP/case, DET/det, *)",enhanced_ud,0.012565,0.3482,5.5517e-01,0.0065,0.362420
690,"ud__NOUN(DET/det, *, ADJ/amod, NOUN/conj)",enhanced_ud,0.014629,77.8584,1.3350e-18,0.0967,0.362420
691,"ud__NOUN(PUNCT/punct, ADP/case, DET/det, *, ADJ/amod, PUNCT/punct)",enhanced_ud,0.023641,111.9978,5.2490e-26,0.1157,0.362420
692,"ud__NOUN(*, ADJ/amod, VERB/acl:relcl)",enhanced_ud,0.009744,100.4261,1.6744e-23,0.1097,0.362420
693,"ud__VERB(SCONJ/mark, PROPN/nsubj, *, NOUN/obj)",enhanced_ud,0.009415,0.0322,8.5755e-01,0.0020,0.362420
694,"ud__VERB(*, NOUN/obj, VERB/conj)",enhanced_ud,0.019403,7.3723,6.6372e-03,0.0299,0.362420
695,"ud__NOUN(DET/det, *, NOUN/nmod, VERB/acl:relcl)",enhanced_ud,0.020779,13.8938,1.9473e-04,0.0410,0.362420
696,"ud__NOUN(DET/det, *, PROPN/nmod, NOUN/nmod)",enhanced_ud,0.018412,7.8999,4.9554e-03,0.0309,0.362420
697,"ud__VERB(PUNCT/punct, PRON/nsubj, *, VERB/xcomp)",enhanced_ud,0.010452,51.3135,8.5508e-13,0.0786,0.362420
698,"ud__VERB(ADP/mark, *, VERB/ccomp)",enhanced_ud,0.010685,0.0982,7.5406e-01,-0.0034,0.362420
699,"ud__VERB(NOUN/ccomp:speech, *, PROPN/nsubj, PUNCT/punct)",enhanced_ud,0.008396,62.4409,3.0998e-15,0.0867,0.362420
700,"ud__NOUN(PUNCT/punct, ADP/case, DET/det, *, NOUN/nmod, PUNCT/punct)",enhanced_ud,0.004481,0.0243,8.7616e-01,-0.0017,0.362420
701,"ud__NOUN(PUNCT/punct, ADP/case, DET/det, *, PROPN/nmod, PUNCT/punct)",enhanced_ud,0.007983,1.1203,2.8988e-01,0.0117,0.362420
702,"ud__VERB(PUNCT/punct, *, NOUN/ccomp)",enhanced_ud,0.018819,132.8174,1.6958e-30,0.1259,0.362420
